datahora;nome_drs;pacientes_uti_mm7d;total_covid_uti_mm7d;ocupacao_leitos;pop;leitos_pc;internacoes_7d;internacoes_7d_l;internacoes_7v7
19/05/2020;Município de São Paulo;2268,43;2868;79,09;11869660;24,16;5049;4728;6,79
19/05/2020;Grande SP Leste;254;329,14;77,17;2977781;11,05;596;488;22,13
19/05/2020;Grande SP Norte;48,86;58,14;84,04;603465;9,63;120;110;9,09
19/05/2020;Grande SP Oeste;185,43;210,14;88,24;1858252;11,31;535;431;24,13
19/05/2020;Grande SP Sudeste;407,86;536,57;76,01;2690590;19,94;970;825;17,58
19/05/2020;Grande SP Sudoeste;62;98,86;62,71;1138499;8,68;339;288;17,71
19/05/2020;DRS 02 Araçatuba;12,71;46,71;27,21;764041;6,11;44;64;-31,25
19/05/2020;DRS 03 Araraquara;12,86;76,43;16,83;991435;7,71;160;70;128,57
19/05/2020;DRS 04 Baixada Santista;201,43;274,57;73,36;1831884;14,99;487;397;22,67
19/05/2020;DRS 05 Barretos;10,71;55;19,47;425090;12,94;91;55;65,45
19/05/2020;DRS 06 Bauru;60,43;118,14;51,15;1741281;6,78;268;191;40,31
19/05/2020;DRS 07 Campinas;285,43;572,71;49,84;4562125;12,55;656;552;18,84
19/05/2020;DRS 08 Franca;11,14;31,43;35,44;696336;4,51;35;36;-2,78
19/05/2020;DRS 09 Marília;23,57;100,71;23,4;1109670;9,08;67;83;-19,28
19/05/2020;DRS 10 Piracicaba;47,14;114,86;41,04;1539600;7,46;135;116;16,38
19/05/2020;DRS 11 Presidente Prudente;21,86;42,57;51,35;752260;5,66;88;89;-1,12
19/05/2020;DRS 12 Registro;4,43;22;20,14;278754;7,89;19;12;58,33
19/05/2020;DRS 13 Ribeirão Preto;43,43;116;37,44;1477530;7,85;173;179;-3,35
19/05/2020;DRS 14 São João da Boa Vista;14;79;17,72;809836;9,76;74;65;13,85
19/05/2020;DRS 15 São José do Rio Preto;41,57;199,43;20,84;1570421;12,7;178;155;14,84
19/05/2020;DRS 16 Sorocaba;79,29;165,71;47,85;2461760;6,73;241;179;34,64
19/05/2020;DRS 17 Taubaté;84;206,86;40,61;2489629;8,31;311;249;24,9
19/05/2020;Estado de São Paulo;4180,57;6323;66,12;44639899;14,16;10636;9362;13,61
20/05/2020;Município de São Paulo;2310,14;2912,71;79,31;11869660;24,54;5055;4752;6,38
20/05/2020;Grande SP Leste;256,14;333,29;76,85;2977781;11,19;612;495;23,64
20/05/2020;Grande SP Norte;50,71;60,57;83,72;603465;10,04;115;110;4,55
20/05/2020;Grande SP Oeste;186,57;211,71;88,13;1858252;11,39;539;446;20,85
20/05/2020;Grande SP Sudeste;410,71;551;74,54;2690590;20,48;986;829;18,94
20/05/2020;Grande SP Sudoeste;62,43;99,14;62,97;1138499;8,71;359;283;26,86
20/05/2020;DRS 02 Araçatuba;13;47,43;27,41;764041;6,21;49;62;-20,97
20/05/2020;DRS 03 Araraquara;13,57;77,86;17,43;991435;7,85;157;81;93,83
20/05/2020;DRS 04 Baixada Santista;206,57;277,86;74,34;1831884;15,17;512;408;25,49
20/05/2020;DRS 05 Barretos;11,71;55;21,29;425090;12,94;96;54;77,78
20/05/2020;DRS 06 Bauru;60;118;50,85;1741281;6,78;261;206;26,7
20/05/2020;DRS 07 Campinas;292,14;574;50,9;4562125;12,58;698;556;25,54
20/05/2020;DRS 08 Franca;10,43;31;33,65;696336;4,45;39;34;14,71
20/05/2020;DRS 09 Marília;21;101,86;20,62;1109670;9,18;66;79;-16,46
20/05/2020;DRS 10 Piracicaba;47,71;114;41,85;1539600;7,4;141;117;20,51
20/05/2020;DRS 11 Presidente Prudente;21,14;42,29;49,99;752260;5,62;79;101;-21,78
20/05/2020;DRS 12 Registro;4;22;18,18;278754;7,89;18;10;80
20/05/2020;DRS 13 Ribeirão Preto;42,43;115,57;36,71;1477530;7,82;193;162;19,14
20/05/2020;DRS 14 São João da Boa Vista;14,86;79;18,81;809836;9,76;75;59;27,12
20/05/2020;DRS 15 São José do Rio Preto;41,43;200,57;20,66;1570421;12,77;182;154;18,18
20/05/2020;DRS 16 Sorocaba;82,57;165,43;49,91;2461760;6,72;253;181;39,78
20/05/2020;DRS 17 Taubaté;86,14;210,29;40,96;2489629;8,45;317;259;22,39
20/05/2020;Estado de São Paulo;4245,43;6400,57;66,33;44639899;14,34;10802;9438;14,45
21/05/2020;Município de São Paulo;2341,57;2947,71;79,44;11869660;24,83;5136;4775;7,56
21/05/2020;Grande SP Leste;259,86;338;76,88;2977781;11,35;636;512;24,22
21/05/2020;Grande SP Norte;52,86;63,43;83,34;603465;10,51;108;120;-10
21/05/2020;Grande SP Oeste;189,86;214;88,72;1858252;11,52;530;483;9,73
21/05/2020;Grande SP Sudeste;418,14;561,14;74,52;2690590;20,86;1014;829;22,32
21/05/2020;Grande SP Sudoeste;63,71;99,57;63,99;1138499;8,75;370;270;37,04
21/05/2020;DRS 02 Araçatuba;13,14;47,86;27,46;764041;6,26;42;68;-38,24
21/05/2020;DRS 03 Araraquara;13,86;79,14;17,51;991435;7,98;167;79;111,39
21/05/2020;DRS 04 Baixada Santista;214,14;284,29;75,32;1831884;15,52;531;411;29,2
21/05/2020;DRS 05 Barretos;12,43;54,43;22,84;425090;12,8;92;63;46,03
21/05/2020;DRS 06 Bauru;61;119;51,26;1741281;6,83;254;223;13,9
21/05/2020;DRS 07 Campinas;294,71;574,29;51,32;4562125;12,59;728;562;29,54
21/05/2020;DRS 08 Franca;10,43;31;33,65;696336;4,45;43;33;30,3
21/05/2020;DRS 09 Marília;19,29;103,57;18,63;1109670;9,33;68;65;4,62
21/05/2020;DRS 10 Piracicaba;49,71;114,57;43,39;1539600;7,44;156;108;44,44
21/05/2020;DRS 11 Presidente Prudente;20,86;42,29;49,33;752260;5,62;90;92;-2,17
21/05/2020;DRS 12 Registro;4;22;18,18;278754;7,89;20;12;66,67
21/05/2020;DRS 13 Ribeirão Preto;42,43;113,86;37,27;1477530;7,71;202;143;41,26
21/05/2020;DRS 14 São João da Boa Vista;14,86;79;18,81;809836;9,76;70;67;4,48
21/05/2020;DRS 15 São José do Rio Preto;40,71;203,71;19,98;1570421;12,97;185;168;10,12
21/05/2020;DRS 16 Sorocaba;86;167,57;51,32;2461760;6,81;253;200;26,5
21/05/2020;DRS 17 Taubaté;87,57;210,29;41,64;2489629;8,45;328;271;21,03
21/05/2020;Estado de São Paulo;4311,14;6470,71;66,63;44639899;14,5;11023;9554;15,38
22/05/2020;Município de São Paulo;2385,29;2971,71;80,27;11869660;25,04;5167;4803;7,58
22/05/2020;Grande SP Leste;266,57;343;77,72;2977781;11,52;665;523;27,15
22/05/2020;Grande SP Norte;54,57;65,57;83,22;603465;10,87;107;116;-7,76
22/05/2020;Grande SP Oeste;193,14;216,43;89,24;1858252;11,65;539;494;9,11
22/05/2020;Grande SP Sudeste;426,14;569,86;74,78;2690590;21,18;1043;831;25,51
22/05/2020;Grande SP Sudoeste;65,29;100,57;64,92;1138499;8,83;410;266;54,14
22/05/2020;DRS 02 Araçatuba;12,86;50,71;25,36;764041;6,64;40;63;-36,51
22/05/2020;DRS 03 Araraquara;14;79,57;17,59;991435;8,03;168;91;84,62
22/05/2020;DRS 04 Baixada Santista;218,29;290,71;75,09;1831884;15,87;516;427;20,84
22/05/2020;DRS 05 Barretos;12,57;53,86;23,34;425090;12,67;87;73;19,18
22/05/2020;DRS 06 Bauru;57,86;117,86;49,09;1741281;6,77;253;226;11,95
22/05/2020;DRS 07 Campinas;302,71;575;52,65;4562125;12,6;749;580;29,14
22/05/2020;DRS 08 Franca;10,14;31;32,71;696336;4,45;39;33;18,18
22/05/2020;DRS 09 Marília;18;104,14;17,28;1109670;9,38;63;60;5
22/05/2020;DRS 10 Piracicaba;49,71;114,71;43,34;1539600;7,45;164;107;53,27
22/05/2020;DRS 11 Presidente Prudente;20,57;42,29;48,64;752260;5,62;84;92;-8,7
22/05/2020;DRS 12 Registro;4,57;22;20,77;278754;7,89;20;13;53,85
22/05/2020;DRS 13 Ribeirão Preto;42,43;112;37,88;1477530;7,58;198;153;29,41
22/05/2020;DRS 14 São João da Boa Vista;14,71;78,57;18,72;809836;9,7;71;67;5,97
22/05/2020;DRS 15 São José do Rio Preto;42;204,43;20,54;1570421;13,02;199;166;19,88
22/05/2020;DRS 16 Sorocaba;89;168,14;52,93;2461760;6,83;268;207;29,47
22/05/2020;DRS 17 Taubaté;89,29;210,71;42,38;2489629;8,46;317;291;8,93
22/05/2020;Estado de São Paulo;4389,71;6522,86;67,3;44639899;14,61;11167;9682;15,34
23/05/2020;Município de São Paulo;2412;2983;80,86;11869660;25,13;5121;5007;2,28
23/05/2020;Grande SP Leste;271,86;345,71;78,64;2977781;11,61;678;556;21,94
23/05/2020;Grande SP Norte;54,86;67,43;81,36;603465;11,17;114;115;-0,87
23/05/2020;Grande SP Oeste;194,71;217,86;89,37;1858252;11,72;534;509;4,91
23/05/2020;Grande SP Sudeste;433,71;577,14;75,15;2690590;21,45;1041;871;19,52
23/05/2020;Grande SP Sudoeste;67,29;101,14;66,53;1138499;8,88;378;282;34,04
23/05/2020;DRS 02 Araçatuba;12,43;53,14;23,39;764041;6,96;48;56;-14,29
23/05/2020;DRS 03 Araraquara;14,57;85,71;17;991435;8,65;171;112;52,68
23/05/2020;DRS 04 Baixada Santista;221,29;299;74,01;1831884;16,32;542;443;22,35
23/05/2020;DRS 05 Barretos;12,86;53,29;24,13;425090;12,54;86;76;13,16
23/05/2020;DRS 06 Bauru;57,57;118,43;48,61;1741281;6,8;256;236;8,47
23/05/2020;DRS 07 Campinas;310,29;574,14;54,04;4562125;12,58;765;606;26,24
23/05/2020;DRS 08 Franca;10,29;31,29;32,89;696336;4,49;33;36;-8,33
23/05/2020;DRS 09 Marília;16,29;105,14;15,49;1109670;9,47;60;62;-3,23
23/05/2020;DRS 10 Piracicaba;49,57;113,86;43,54;1539600;7,4;161;119;35,29
23/05/2020;DRS 11 Presidente Prudente;21,14;42,43;49,82;752260;5,64;85;98;-13,27
23/05/2020;DRS 12 Registro;5,43;22;24,68;278754;7,89;22;13;69,23
23/05/2020;DRS 13 Ribeirão Preto;42;110,43;38,03;1477530;7,47;202;163;23,93
23/05/2020;DRS 14 São João da Boa Vista;14,43;78;18,5;809836;9,63;75;69;8,7
23/05/2020;DRS 15 São José do Rio Preto;44,29;199,57;22,19;1570421;12,71;224;160;40
23/05/2020;DRS 16 Sorocaba;90,57;168;53,91;2461760;6,82;264;222;18,92
23/05/2020;DRS 17 Taubaté;90;209,86;42,89;2489629;8,43;348;292;19,18
23/05/2020;Estado de São Paulo;4447,43;6556,57;67,83;44639899;14,69;11208;10103;10,94
24/05/2020;Município de São Paulo;2451;3042,43;80,56;11869660;25,63;5202;5072;2,56
24/05/2020;Grande SP Leste;278,57;348,14;80,02;2977781;11,69;673;579;16,23
24/05/2020;Grande SP Norte;58,29;70,57;82,6;603465;11,69;134;112;19,64
24/05/2020;Grande SP Oeste;199,29;221,86;89,83;1858252;11,94;561;516;8,72
24/05/2020;Grande SP Sudeste;443,57;583,43;76,03;2690590;21,68;1070;927;15,43
24/05/2020;Grande SP Sudoeste;69;102;67,65;1138499;8,96;378;285;32,63
24/05/2020;DRS 02 Araçatuba;12,57;55,57;22,62;764041;7,27;57;49;16,33
24/05/2020;DRS 03 Araraquara;15,43;86,14;17,91;991435;8,69;177;120;47,5
24/05/2020;DRS 04 Baixada Santista;227,14;307,71;73,82;1831884;16,8;556;442;25,79
24/05/2020;DRS 05 Barretos;12,14;53,29;22,78;425090;12,54;70;86;-18,6
24/05/2020;DRS 06 Bauru;58,14;118,86;48,91;1741281;6,83;261;263;-0,76
24/05/2020;DRS 07 Campinas;317,43;576,29;55,08;4562125;12,63;791;624;26,76
24/05/2020;DRS 08 Franca;10,86;31,57;34,4;696336;4,53;33;35;-5,71
24/05/2020;DRS 09 Marília;15,57;105,43;14,77;1109670;9,5;63;65;-3,08
24/05/2020;DRS 10 Piracicaba;50,43;116;43,47;1539600;7,53;164;133;23,31
24/05/2020;DRS 11 Presidente Prudente;21;42,71;49,17;752260;5,68;79;92;-14,13
24/05/2020;DRS 12 Registro;6,29;22;28,59;278754;7,89;24;14;71,43
24/05/2020;DRS 13 Ribeirão Preto;42,14;114,71;36,74;1477530;7,76;200;167;19,76
24/05/2020;DRS 14 São João da Boa Vista;15;77,71;19,3;809836;9,6;74;65;13,85
24/05/2020;DRS 15 São José do Rio Preto;45;202,14;22,26;1570421;12,87;237;166;42,77
24/05/2020;DRS 16 Sorocaba;92;166,43;55,28;2461760;6,76;257;246;4,47
24/05/2020;DRS 17 Taubaté;90,86;210,43;43,18;2489629;8,45;356;288;23,61
24/05/2020;Estado de São Paulo;4531,71;6655,43;68,09;44639899;14,91;11417;10346;10,35
25/05/2020;Município de São Paulo;2464;3070,86;80,24;11869660;25,87;5306;5081;4,43
25/05/2020;Grande SP Leste;287,43;351,71;81,72;2977781;11,81;672;594;13,13
25/05/2020;Grande SP Norte;60,43;72,86;82,94;603465;12,07;133;122;9,02
25/05/2020;Grande SP Oeste;201,14;223,43;90,02;1858252;12,02;558;533;4,69
25/05/2020;Grande SP Sudeste;454,14;596,43;76,14;2690590;22,17;1118;934;19,7
25/05/2020;Grande SP Sudoeste;70;103,43;67,68;1138499;9,08;352;329;6,99
25/05/2020;DRS 02 Araçatuba;13,43;57,86;23,21;764041;7,57;57;43;32,56
25/05/2020;DRS 03 Araraquara;16,14;86,57;18,64;991435;8,73;151;156;-3,21
25/05/2020;DRS 04 Baixada Santista;232,86;315,43;73,82;1831884;17,22;565;451;25,28
25/05/2020;DRS 05 Barretos;11,71;53,29;21,97;425090;12,54;71;85;-16,47
25/05/2020;DRS 06 Bauru;59,57;119,71;49,76;1741281;6,87;262;268;-2,24
25/05/2020;DRS 07 Campinas;324,14;576,29;56,25;4562125;12,63;796;635;25,35
25/05/2020;DRS 08 Franca;11,71;31,86;36,75;696336;4,58;35;38;-7,89
25/05/2020;DRS 09 Marília;15,14;106,57;14,21;1109670;9,6;63;65;-3,08
25/05/2020;DRS 10 Piracicaba;52,14;117,86;44,24;1539600;7,66;169;141;19,86
25/05/2020;DRS 11 Presidente Prudente;20,71;42,57;48,65;752260;5,66;77;89;-13,48
25/05/2020;DRS 12 Registro;7;22;31,82;278754;7,89;23;14;64,29
25/05/2020;DRS 13 Ribeirão Preto;43,43;118,29;36,71;1477530;8,01;208;177;17,51
25/05/2020;DRS 14 São João da Boa Vista;15,29;77,86;19,64;809836;9,61;73;74;-1,35
25/05/2020;DRS 15 São José do Rio Preto;47,86;202,86;23,59;1570421;12,92;241;168;43,45
25/05/2020;DRS 16 Sorocaba;92,57;166,29;55,67;2461760;6,75;262;252;3,97
25/05/2020;DRS 17 Taubaté;90,86;209,14;43,44;2489629;8,4;366;301;21,59
25/05/2020;Estado de São Paulo;4591,71;6723,14;68,3;44639899;15,06;11558;10550;9,55
26/05/2020;Município de São Paulo;2481,29;3091,14;80,27;11869660;26,04;5335;5049;5,66
26/05/2020;Grande SP Leste;289,57;352;82,26;2977781;11,82;669;596;12,25
26/05/2020;Grande SP Norte;61,43;74,29;82,69;603465;12,31;125;120;4,17
26/05/2020;Grande SP Oeste;200,86;224,14;89,61;1858252;12,06;565;535;5,61
26/05/2020;Grande SP Sudeste;462,14;600,86;76,91;2690590;22,33;1120;970;15,46
26/05/2020;Grande SP Sudoeste;71,57;104,14;68,72;1138499;9,15;344;339;1,47
26/05/2020;DRS 02 Araçatuba;14,14;61,14;23,13;764041;8;56;44;27,27
26/05/2020;DRS 03 Araraquara;17,29;85,57;20,21;991435;8,63;145;160;-9,37
26/05/2020;DRS 04 Baixada Santista;237,43;322,29;73,67;1831884;17,59;535;487;9,86
26/05/2020;DRS 05 Barretos;11,14;53,29;20,9;425090;12,54;65;91;-28,57
26/05/2020;DRS 06 Bauru;58,29;119,71;48,69;1741281;6,87;264;268;-1,49
26/05/2020;DRS 07 Campinas;329,71;577,57;57,09;4562125;12,66;790;656;20,43
26/05/2020;DRS 08 Franca;12,71;31,57;40,26;696336;4,53;38;35;8,57
26/05/2020;DRS 09 Marília;15,86;107,71;14,72;1109670;9,71;64;67;-4,48
26/05/2020;DRS 10 Piracicaba;54,57;118,29;46,13;1539600;7,68;175;135;29,63
26/05/2020;DRS 11 Presidente Prudente;21;42,86;49;752260;5,7;69;88;-21,59
26/05/2020;DRS 12 Registro;7,43;22;33,77;278754;7,89;23;19;21,05
26/05/2020;DRS 13 Ribeirão Preto;44,71;121,71;36,73;1477530;8,24;223;173;28,9
26/05/2020;DRS 14 São João da Boa Vista;16,14;78;20,69;809836;9,63;77;74;4,05
26/05/2020;DRS 15 São José do Rio Preto;50,57;203,57;24,84;1570421;12,96;247;178;38,76
26/05/2020;DRS 16 Sorocaba;94;166,71;56,39;2461760;6,77;282;241;17,01
26/05/2020;DRS 17 Taubaté;94,71;210,14;45,07;2489629;8,44;363;311;16,72
26/05/2020;Estado de São Paulo;4646,57;6768,71;68,65;44639899;15,16;11574;10636;8,82
27/05/2020;Município de São Paulo;2500,43;3121,29;80,11;11869660;26,3;5358;5055;5,99
27/05/2020;Grande SP Leste;292,29;355;82,34;2977781;11,92;681;612;11,27
27/05/2020;Grande SP Norte;62;74,29;83,46;603465;12,31;145;115;26,09
27/05/2020;Grande SP Oeste;201;225,43;89,16;1858252;12,13;573;539;6,31
27/05/2020;Grande SP Sudeste;471;598,86;78,65;2690590;22,26;1136;986;15,21
27/05/2020;Grande SP Sudoeste;73,57;105,14;69,97;1138499;9,23;341;359;-5,01
27/05/2020;DRS 02 Araçatuba;14,43;63,43;22,75;764041;8,3;50;49;2,04
27/05/2020;DRS 03 Araraquara;18;84,57;21,28;991435;8,53;149;157;-5,1
27/05/2020;DRS 04 Baixada Santista;241,86;330,86;73,1;1831884;18,06;535;512;4,49
27/05/2020;DRS 05 Barretos;10,43;53,71;19,42;425090;12,63;59;96;-38,54
27/05/2020;DRS 06 Bauru;59;120,14;49,11;1741281;6,9;260;261;-0,38
27/05/2020;DRS 07 Campinas;335,86;579,57;57,95;4562125;12,7;763;698;9,31
27/05/2020;DRS 08 Franca;13,29;31,57;42,1;696336;4,53;37;39;-5,13
27/05/2020;DRS 09 Marília;17;107,71;15,78;1109670;9,71;65;66;-1,52
27/05/2020;DRS 10 Piracicaba;57,29;119,71;47,86;1539600;7,78;179;141;26,95
27/05/2020;DRS 11 Presidente Prudente;21,14;43;49,16;752260;5,72;58;79;-26,58
27/05/2020;DRS 12 Registro;8,14;22;37;278754;7,89;25;18;38,89
27/05/2020;DRS 13 Ribeirão Preto;48;124,86;38,44;1477530;8,45;220;193;13,99
27/05/2020;DRS 14 São João da Boa Vista;16,14;78;20,69;809836;9,63;78;75;4
27/05/2020;DRS 15 São José do Rio Preto;51,71;203,57;25,4;1570421;12,96;245;182;34,62
27/05/2020;DRS 16 Sorocaba;96,29;166,86;57,71;2461760;6,78;286;253;13,04
27/05/2020;DRS 17 Taubaté;98,43;212,57;46,3;2489629;8,54;347;317;9,46
27/05/2020;Estado de São Paulo;4707,29;6822,14;69;44639899;15,28;11590;10802;7,29
28/05/2020;Município de São Paulo;2533,71;3156,57;80,27;11869660;26,59;5412;5136;5,37
28/05/2020;Grande SP Leste;292,14;356,29;82;2977781;11,96;644;636;1,26
28/05/2020;Grande SP Norte;61,86;74,14;83,44;603465;12,29;153;108;41,67
28/05/2020;Grande SP Oeste;199,71;225;88,76;1858252;12,11;571;530;7,74
28/05/2020;Grande SP Sudeste;472,71;598,71;78,95;2690590;22,25;1152;1014;13,61
28/05/2020;Grande SP Sudoeste;76;106;71,7;1138499;9,31;334;370;-9,73
28/05/2020;DRS 02 Araçatuba;15,43;66;23,38;764041;8,64;52;42;23,81
28/05/2020;DRS 03 Araraquara;18,71;84;22,27;991435;8,47;138;167;-17,37
28/05/2020;DRS 04 Baixada Santista;242;336,86;71,84;1831884;18,39;545;531;2,64
28/05/2020;DRS 05 Barretos;9,57;54,29;17,63;425090;12,77;51;92;-44,57
28/05/2020;DRS 06 Bauru;58,14;119,71;48,57;1741281;6,87;256;254;0,79
28/05/2020;DRS 07 Campinas;345,57;580,43;59,54;4562125;12,72;744;728;2,2
28/05/2020;DRS 08 Franca;14;31,57;44,35;696336;4,53;36;43;-16,28
28/05/2020;DRS 09 Marília;18,43;106,86;17,25;1109670;9,63;73;68;7,35
28/05/2020;DRS 10 Piracicaba;57,43;117,86;48,73;1539600;7,66;161;156;3,21
28/05/2020;DRS 11 Presidente Prudente;21,71;43,57;49,83;752260;5,79;49;90;-45,56
28/05/2020;DRS 12 Registro;8,57;22;38,95;278754;7,89;27;20;35
28/05/2020;DRS 13 Ribeirão Preto;51,43;130,14;39,52;1477530;8,81;218;202;7,92
28/05/2020;DRS 14 São João da Boa Vista;16,43;78;21,06;809836;9,63;83;70;18,57
28/05/2020;DRS 15 São José do Rio Preto;53,86;201,29;26,76;1570421;12,82;241;185;30,27
28/05/2020;DRS 16 Sorocaba;99;164,57;60,16;2461760;6,69;277;253;9,49
28/05/2020;DRS 17 Taubaté;101,86;218,43;46,63;2489629;8,77;343;328;4,57
28/05/2020;Estado de São Paulo;4768,29;6872,29;69,38;44639899;15,39;11560;11023;4,87
29/05/2020;Município de São Paulo;2543,14;3192,43;79,66;11869660;26,9;5486;5167;6,17
29/05/2020;Grande SP Leste;293;364,29;80,43;2977781;12,23;649;665;-2,41
29/05/2020;Grande SP Norte;59,29;71;83,51;603465;11,77;165;107;54,21
29/05/2020;Grande SP Oeste;196,29;224;87,63;1858252;12,05;581;539;7,79
29/05/2020;Grande SP Sudeste;476,71;609;78,28;2690590;22,63;1151;1043;10,35
29/05/2020;Grande SP Sudoeste;76,57;107,57;71,18;1138499;9,45;294;410;-28,29
29/05/2020;DRS 02 Araçatuba;16;66;24,24;764041;8,64;52;40;30
29/05/2020;DRS 03 Araraquara;19,86;81,86;24,26;991435;8,26;143;168;-14,88
29/05/2020;DRS 04 Baixada Santista;242,29;343,86;70,46;1831884;18,77;558;516;8,14
29/05/2020;DRS 05 Barretos;8,86;54,86;16,15;425090;12,91;46;87;-47,13
29/05/2020;DRS 06 Bauru;56,86;119,71;47,5;1741281;6,87;236;253;-6,72
29/05/2020;DRS 07 Campinas;351,57;584,86;60,11;4562125;12,82;752;749;0,4
29/05/2020;DRS 08 Franca;15;32;46,88;696336;4,6;38;39;-2,56
29/05/2020;DRS 09 Marília;19,43;106,86;18,18;1109670;9,63;80;63;26,98
29/05/2020;DRS 10 Piracicaba;58,14;119,43;48,68;1539600;7,76;155;164;-5,49
29/05/2020;DRS 11 Presidente Prudente;22,14;43,71;50,65;752260;5,81;50;84;-40,48
29/05/2020;DRS 12 Registro;9;22;40,91;278754;7,89;26;20;30
29/05/2020;DRS 13 Ribeirão Preto;55,43;135,71;40,84;1477530;9,18;221;198;11,62
29/05/2020;DRS 14 São João da Boa Vista;16,14;77,86;20,73;809836;9,61;84;71;18,31
29/05/2020;DRS 15 São José do Rio Preto;54,57;201,29;27,11;1570421;12,82;246;199;23,62
29/05/2020;DRS 16 Sorocaba;101,43;165,57;61,26;2461760;6,73;271;268;1,12
29/05/2020;DRS 17 Taubaté;104,14;225,71;46,14;2489629;9,07;339;317;6,94
29/05/2020;Estado de São Paulo;4795,86;6949,57;69,01;44639899;15,57;11623;11167;4,08
30/05/2020;Município de São Paulo;2560,29;3228,71;79,3;11869660;27,2;5636;5121;10,06
30/05/2020;Grande SP Leste;293,29;369,71;79,33;2977781;12,42;635;678;-6,34
30/05/2020;Grande SP Norte;60,86;70,71;86,07;603465;11,72;155;114;35,96
30/05/2020;Grande SP Oeste;195,29;224;87,18;1858252;12,05;586;534;9,74
30/05/2020;Grande SP Sudeste;479,14;619,29;77,37;2690590;23,02;1189;1041;14,22
30/05/2020;Grande SP Sudoeste;78,57;109,71;71,62;1138499;9,64;298;378;-21,16
30/05/2020;DRS 02 Araçatuba;16,43;66;24,89;764041;8,64;51;48;6,25
30/05/2020;DRS 03 Araraquara;20,29;74,86;27,1;991435;7,55;129;171;-24,56
30/05/2020;DRS 04 Baixada Santista;246,14;349,57;70,41;1831884;19,08;569;542;4,98
30/05/2020;DRS 05 Barretos;8;55,43;14,43;425090;13,04;48;86;-44,19
30/05/2020;DRS 06 Bauru;55;119,71;45,94;1741281;6,87;221;256;-13,67
30/05/2020;DRS 07 Campinas;354,71;588,71;60,25;4562125;12,9;774;765;1,18
30/05/2020;DRS 08 Franca;15,71;32,29;48,65;696336;4,64;38;33;15,15
30/05/2020;DRS 09 Marília;19,86;107;18,56;1109670;9,64;92;60;53,33
30/05/2020;DRS 10 Piracicaba;59,43;121,57;48,89;1539600;7,9;153;161;-4,97
30/05/2020;DRS 11 Presidente Prudente;22,14;43,57;50,81;752260;5,79;38;85;-55,29
30/05/2020;DRS 12 Registro;9,43;22;42,86;278754;7,89;25;22;13,64
30/05/2020;DRS 13 Ribeirão Preto;57,86;142,14;40,71;1477530;9,62;219;202;8,42
30/05/2020;DRS 14 São João da Boa Vista;16,29;78;20,88;809836;9,63;84;75;12
30/05/2020;DRS 15 São José do Rio Preto;55,29;201,29;27,47;1570421;12,82;236;224;5,36
30/05/2020;DRS 16 Sorocaba;103,71;165,71;62,59;2461760;6,73;285;264;7,95
30/05/2020;DRS 17 Taubaté;105,14;233;45,12;2489629;9,36;312;348;-10,34
30/05/2020;Estado de São Paulo;4832,86;7023;68,81;44639899;15,73;11773;11208;5,04
31/05/2020;Município de São Paulo;2556,43;3232,71;79,08;11869660;27,24;5633;5202;8,29
31/05/2020;Grande SP Leste;292,86;375,57;77,98;2977781;12,61;634;673;-5,79
31/05/2020;Grande SP Norte;58,71;69;85,09;603465;11,43;132;134;-1,49
31/05/2020;Grande SP Oeste;190,14;218,86;86,88;1858252;11,78;560;561;-0,18
31/05/2020;Grande SP Sudeste;476,86;628,14;75,92;2690590;23,35;1198;1070;11,96
31/05/2020;Grande SP Sudoeste;80,29;111,29;72,14;1138499;9,78;276;378;-26,98
31/05/2020;DRS 02 Araçatuba;16,43;66,14;24,84;764041;8,66;50;57;-12,28
31/05/2020;DRS 03 Araraquara;20,43;72,71;28,1;991435;7,33;113;177;-36,16
31/05/2020;DRS 04 Baixada Santista;248,29;355,43;69,86;1831884;19,4;582;556;4,68
31/05/2020;DRS 05 Barretos;7,86;55,43;14,18;425090;13,04;50;70;-28,57
31/05/2020;DRS 06 Bauru;54,14;119,86;45,17;1741281;6,88;205;261;-21,46
31/05/2020;DRS 07 Campinas;358,43;593;60,44;4562125;13;763;791;-3,54
31/05/2020;DRS 08 Franca;16,43;32,14;51,12;696336;4,62;40;33;21,21
31/05/2020;DRS 09 Marília;20,71;107;19,36;1109670;9,64;98;63;55,56
31/05/2020;DRS 10 Piracicaba;61,71;123,29;50,05;1539600;8,01;152;164;-7,32
31/05/2020;DRS 11 Presidente Prudente;22,57;43,43;51,97;752260;5,77;45;79;-43,04
31/05/2020;DRS 12 Registro;9,71;22;44,14;278754;7,89;26;24;8,33
31/05/2020;DRS 13 Ribeirão Preto;60,29;142,86;42,2;1477530;9,67;232;200;16
31/05/2020;DRS 14 São João da Boa Vista;16,71;78,57;21,27;809836;9,7;86;74;16,22
31/05/2020;DRS 15 São José do Rio Preto;57;199,71;28,54;1570421;12,72;232;237;-2,11
31/05/2020;DRS 16 Sorocaba;104,57;166,14;62,94;2461760;6,75;288;257;12,06
31/05/2020;DRS 17 Taubaté;107,14;238,86;44,85;2489629;9,59;306;356;-14,04
31/05/2020;Estado de São Paulo;4837,71;7052,14;68,6;44639899;15,8;11701;11417;2,49
01/06/2020;Município de São Paulo;2584,43;3283,86;78,7;11869660;27,67;5679;5306;7,03
